"year","region","category","Number of people","Percentage"
"1970","Mideast","Islam Sunni","132,085,364","0.716"
"1970","Mideast","Islam Shi’a","35,303,241","0.1914"
"1970","Mideast","Islam Ibadhi","374,000","0.002"
"1970","Mideast","Islam Nation of Islam","0","0"
"1970","Mideast","Islam Alawite","700,450","0.0038"
"1970","Mideast","Islam Ahmadiyya","0","0"
"1970","Mideast","Islam Other","27,000","0.0001"
"1970","Mideast","Islam Total","168,490,055","0.9133"
"1970","Mideast","Buddhism Mahayana","0","0"
"1970","Mideast","Buddhism Theravada","0","0"
"1970","Mideast","Buddhism Other","0","0"
"1970","Mideast","Buddhism Total","0","0"
"1970","Mideast","Zoroastrian Total","0","0"
"1970","Mideast","Hindu Total","7,470","0"
"1970","Mideast","Sikh Total","0","0"
"1970","Mideast","Shinto Total","0","0"
"1970","Mideast","Baha’i Total","96,033","0.0005"
"1970","Mideast","Taoism Total","0","0"
"1970","Mideast","Confucianism Total","0","0"
"1970","Mideast","Jain Total","0","0"
"1970","Mideast","Syncretic Religions Total","0","0"
"1970","Mideast","Animist Religions Total","3,326,100","0.018"
"1970","Mideast","Non. Religious Total","153,410","0.0008"
"1970","Mideast","Other Religions Total","1,554,494","0.0084"
"1970","Mideast","Sum of Religion Adherents","184,322,590","0.9992"
"1970","Mideast","Total Population","184,476,000","1"
"1970","Mideast","worldpop","3,655,000,000","0.0505"
"1970","West. Hem","Christianity Protestants","111,207,132","0.2229"
"1970","West. Hem","Christianity Roman Catholics","327,882,930","0.6572"
"1970","West. Hem","Christianity Eastern Orthodox","6,353,581","0.0127"
"1970","West. Hem","Christianity Anglican","4,603,045","0.0092"
"1970","West. Hem","Christianity Others","5,191,279","0.0104"
"1970","West. Hem","Christianity Total","455,237,967","0.9124"
"1970","West. Hem","Judaism Orthodox","1,146,052","0.0023"
"1970","West. Hem","Judaism Conservatives","1,908,728","0.0038"
"1970","West. Hem","Judaism Reform","2,564,626","0.0051"
"1970","West. Hem","Judaism Others","1,516,128","0.003"
"1970","West. Hem","Judaism Total","7,135,534","0.0143"
"1970","West. Hem","Islam Sunni","0","0"
"1970","West. Hem","Islam Shi’a","0","0"
"1970","West. Hem","Islam Ibadhi","0","0"
"1970","West. Hem","Islam Nation of Islam","0","0"
"1970","West. Hem","Islam Alawite","0","0"
"1970","West. Hem","Islam Ahmadiyya","0","0"
"1970","West. Hem","Islam Other","317,516","0.0006"
"1970","West. Hem","Islam Total","317,516","0.0006"
"1970","West. Hem","Buddhism Mahayana","0","0"
"1970","West. Hem","Buddhism Theravada","0","0"
"1970","West. Hem","Buddhism Other","1,345,492","0.0027"
"1970","West. Hem","Buddhism Total","1,345,492","0.0027"
"1970","West. Hem","Zoroastrian Total","0","0"
"1970","West. Hem","Hindu Total","495,604","0.001"
"1970","West. Hem","Sikh Total","19,615","0"
"1970","West. Hem","Shinto Total","1,000","0"
"1970","West. Hem","Baha’i Total","270,712","0.0005"
"1970","West. Hem","Taoism Total","15,800","0"
"1970","West. Hem","Confucianism Total","980","0"
"1970","West. Hem","Jain Total","407,172","0.0008"
"1970","West. Hem","Syncretic Religions Total","8,294,607","0.0166"
"1970","West. Hem","Animist Religions Total","613,877","0.0012"
"1970","West. Hem","Non. Religious Total","27,337,768","0.0548"
"1970","West. Hem","Other Religions Total","5,541,211","0.0111"
"1970","West. Hem","Sum of Religion Adherents","479,697,087","0.9614"
"1970","West. Hem","Total Population","498,934,000","1.0162"
"1970","West. Hem","worldpop","3,655,000,000","0.1365"
"1975","Africa","Christianity Protestants","31,997,004","0.1049"
"1975","Africa","Christianity Roman Catholics","52,803,680","0.1732"
"1975","Africa","Christianity Eastern Orthodox","12,815,275","0.042"
"1975","Africa","Christianity Anglican","8,543,658","0.028"
"1975","Africa","Christianity Others","49,058,004","0.1609"
"1975","Africa","Christianity Total","155,217,621","0.509"
"1975","Africa","Judaism Orthodox","0","0"
"1975","Africa","Judaism Conservatives","0","0"
"1975","Africa","Judaism Reform","0","0"
"1975","Africa","Judaism Others","178,015","0.0006"
"1975","Africa","Judaism Total","178,015","0.0006"
"1975","Africa","Islam Sunni","8,749,390","0.0287"
"1975","Africa","Islam Shi’a","0","0"
"1975","Africa","Islam Ibadhi","0","0"
"1975","Africa","Islam Nation of Islam","0","0"
"1975","Africa","Islam Alawite","0","0"
"1975","Africa","Islam Ahmadiyya","0","0"
"1975","Africa","Islam Other","71,486,936","0.2344"
"1975","Africa","Islam Total","80,236,326","0.2631"
"1975","Africa","Buddhism Mahayana","0","0"
"1975","Africa","Buddhism Theravada","0","0"
"1975","Africa","Buddhism Other","19,123","0.0001"
"1975","Africa","Buddhism Total","19,123","0.0001"
"1975","Africa","Zoroastrian Total","419","0"
"1975","Africa","Hindu Total","1,112,884","0.0036"
"1975","Africa","Sikh Total","28,132","0.0001"
"1975","Africa","Shinto Total","0","0"
"1975","Africa","Baha’i Total","854,583","0.0028"
"1975","Africa","Taoism Total","0","0"
"1975","Africa","Confucianism Total","37,726","0.0001"
"1975","Africa","Jain Total","3,230","0"
"1975","Africa","Syncretic Religions Total","22,758","0.0001"
"1975","Africa","Animist Religions Total","64,493,395","0.2115"
"1975","Africa","Non. Religious Total","930,997","0.0031"
"1975","Africa","Other Religions Total","1,808,791","0.0059"
"1975","Africa","Sum of Religion Adherents","304,013,003","0.9969"
"1975","Africa","Total Population","304,944,000","1"
"1975","Africa","worldpop","4,023,000,000","0.0758"
"1975","Asia","Christianity Protestants","33,137,903","0.0149"
"1975","Asia","Christianity Roman Catholics","62,221,703","0.0281"
"1975","Asia","Christianity Eastern Orthodox","2,181,466","0.001"
"1975","Asia","Christianity Anglican","5,038,932","0.0023"
"1975","Asia","Christianity Others","33,485,408","0.0151"
"1975","Asia","Christianity Total","136,065,411","0.0614"
"1975","Asia","Judaism Orthodox","0","0"
"1975","Asia","Judaism Conservatives","0","0"
"1975","Asia","Judaism Reform","0","0"
"1975","Asia","Judaism Others","158,067","0.0001"
"1975","Asia","Judaism Total","158,067","0.0001"
"1975","Asia","Islam Sunni","79,435,094","0.0358"
"1975","Asia","Islam Shi’a","1,557,800","0.0007"
"1975","Asia","Islam Ibadhi","0","0"
"1975","Asia","Islam Nation of Islam","0","0"
"1975","Asia","Islam Alawite","0","0"
"1975","Asia","Islam Ahmadiyya","0","0"
"1975","Asia","Islam Other","267,723,211","0.1207"
"1975","Asia","Islam Total","348,716,105","0.1573"
"1975","Asia","Buddhism Mahayana","0","0"
"1975","Asia","Buddhism Theravada","22,929,200","0.0103"
"1975","Asia","Buddhism Other","235,072,380","0.106"
"1975","Asia","Buddhism Total","258,001,580","0.1163"
"1975","Asia","Zoroastrian Total","163,963","0.0001"
"1975","Asia","Hindu Total","486,416,662","0.2194"
"1975","Asia","Sikh Total","12,236,052","0.0055"
"1975","Asia","Shinto Total","85,416,048","0.0385"
"1975","Asia","Baha’i Total","1,410,128","0.0006"
"1975","Asia","Taoism Total","2,845,907","0.0013"
"1975","Asia","Confucianism Total","2,898,371","0.0013"
"1975","Asia","Jain Total","5,167,140","0.0023"
"1975","Asia","Syncretic Religions Total","363,792,820","0.1641"
"1975","Asia","Animist Religions Total","99,482,806","0.0449"
"1975","Asia","Non. Religious Total","476,180,772","0.2147"
"1975","Asia","Other Religions Total","6,244,193","0.0028"
"1975","Asia","Sum of Religion Adherents","1,809,015,253","0.8158"
"1975","Asia","Total Population","2,217,498,000","1.0305"
"1975","Asia","worldpop","4,023,000,000","0.5512"
"1975","Europe","Christianity Protestants","86,306,803","0.1185"
"1975","Europe","Christianity Roman Catholics","254,101,668","0.3488"
"1975","Europe","Christianity Eastern Orthodox","111,135,093","0.1526"
"1975","Europe","Christianity Anglican","28,854,249","0.0396"
"1975","Europe","Christianity Others","12,430,347","0.0171"
"1975","Europe","Christianity Total","492,828,160","0.6766"
"1975","Europe","Judaism Orthodox","0","0"
"1975","Europe","Judaism Conservatives","0","0"
"1975","Europe","Judaism Reform","0","0"
"1975","Europe","Judaism Others","4,711,084","0.0065"
"1975","Europe","Judaism Total","4,711,084","0.0065"
"1975","Europe","Islam Sunni","0","0"
"1975","Europe","Islam Shi’a","0","0"
"1975","Europe","Islam Ibadhi","0","0"
"1975","Europe","Islam Nation of Islam","0","0"
"1975","Europe","Islam Alawite","0","0"
"1975","Europe","Islam Ahmadiyya","0","0"
"1975","Europe","Islam Other","39,403,622","0.0541"
"1975","Europe","Islam Total","39,403,622","0.0541"
"1975","Europe","Buddhism Mahayana","0","0"
"1975","Europe","Buddhism Theravada","0","0"
"1975","Europe","Buddhism Other","1,008,216","0.0014"
"1975","Europe","Buddhism Total","1,008,216","0.0014"
"1975","Europe","Zoroastrian Total","448","0"
"1975","Europe","Hindu Total","347,975","0.0005"
"1975","Europe","Sikh Total","204,859","0.0003"
"1975","Europe","Shinto Total","0","0"
"1975","Europe","Baha’i Total","53,174","0.0001"
"1975","Europe","Taoism Total","0","0"
"1975","Europe","Confucianism Total","5,883","0"
"1975","Europe","Jain Total","2,753","0"
"1975","Europe","Syncretic Religions Total","62,559","0.0001"
"1975","Europe","Animist Religions Total","759,215","0.001"
"1975","Europe","Non. Religious Total","177,802,241","0.2441"
"1975","Europe","Other Religions Total","11,223,811","0.0154"
"1975","Europe","Sum of Religion Adherents","550,611,759","0.7559"
"1975","Europe","Total Population","728,414,000","1"
"1975","Europe","worldpop","4,023,000,000","0.1811"
"1975","Mideast","Christianity Protestants","79,351","0.0004"
"1975","Mideast","Christianity Roman Catholics","2,331,935","0.0111"
"1975","Mideast","Christianity Eastern Orthodox","3,940,450","0.0187"
"1975","Mideast","Christianity Anglican","144,271","0.0007"
"1975","Mideast","Christianity Others","1,208,607","0.0057"
"1975","Mideast","Christianity Total","7,704,614","0.0365"
"1975","Mideast","Judaism Orthodox","2,663,460","0.0126"
"1975","Mideast","Judaism Conservatives","177,564","0.0008"
"1975","Mideast","Judaism Reform","118,376","0.0006"
"1975","Mideast","Judaism Others","151,850","0.0007"
"1975","Mideast","Judaism Total","3,111,250","0.0148"
"1975","Mideast","Islam Sunni","150,768,820","0.7149"
"1975","Mideast","Islam Shi’a","42,815,413","0.203"
"1975","Mideast","Islam Ibadhi","420,500","0.002"
"1975","Mideast","Islam Nation of Islam","0","0"
"1975","Mideast","Islam Alawite","924,465","0.0044"
"1975","Mideast","Islam Ahmadiyya","700","0"
"1975","Mideast","Islam Other","40,000","0.0002"
"1975","Mideast","Islam Total","194,969,898","0.9245"
"1975","Mideast","Buddhism Mahayana","0","0"
"1975","Mideast","Buddhism Theravada","0","0"
"1975","Mideast","Buddhism Other","2,083","0"
"1975","Mideast","Buddhism Total","2,083","0"
"1975","Mideast","Zoroastrian Total","14,254","0.0001"
"1975","Mideast","Hindu Total","0","0"
"1975","Mideast","Sikh Total","0","0"
"1975","Mideast","Shinto Total","0","0"
"1975","Mideast","Baha’i Total","3,227","0"
"1975","Mideast","Taoism Total","0","0"
"1975","Mideast","Confucianism Total","0","0"
"1975","Mideast","Jain Total","0","0"
"1975","Mideast","Syncretic Religions Total","0","0"
"1975","Mideast","Animist Religions Total","3,348,710","0.0159"
"1975","Mideast","Non. Religious Total","71,656","0.0003"
"1975","Mideast","Other Religions Total","1,661,308","0.0079"
"1975","Mideast","Sum of Religion Adherents","210,815,344","0.9997"
"1975","Mideast","Total Population","210,887,000","1"
"1975","Mideast","worldpop","4,023,000,000","0.0524"
"1975","West. Hem","Christianity Protestants","113,336,668","0.2021"
"1975","West. Hem","Christianity Roman Catholics","376,866,912","0.6719"
"1975","West. Hem","Christianity Eastern Orthodox","7,120,000","0.0127"
"1975","West. Hem","Christianity Anglican","5,572,228","0.0099"
"1975","West. Hem","Christianity Others","5,404,995","0.0096"
"1975","West. Hem","Christianity Total","508,300,803","0.9062"
"1975","West. Hem","Judaism Orthodox","1,246,639","0.0022"
"1975","West. Hem","Judaism Conservatives","2,076,093","0.0037"
"1975","West. Hem","Judaism Reform","2,792,554","0.005"
"1975","West. Hem","Judaism Others","1,640,846","0.0029"
"1975","West. Hem","Judaism Total","7,756,132","0.0138"
"1975","West. Hem","Islam Sunni","0","0"
"1975","West. Hem","Islam Shi’a","0","0"
"1975","West. Hem","Islam Ibadhi","0","0"
"1975","West. Hem","Islam Nation of Islam","0","0"
"1975","West. Hem","Islam Alawite","0","0"
"1975","West. Hem","Islam Ahmadiyya","2,000","0"
"1975","West. Hem","Islam Other","346,397","0.0006"
"1975","West. Hem","Islam Total","348,397","0.0006"
"1975","West. Hem","Buddhism Mahayana","0","0"
"1975","West. Hem","Buddhism Theravada","0","0"
"1975","West. Hem","Buddhism Other","1,293,282","0.0023"
"1975","West. Hem","Buddhism Total","1,293,282","0.0023"
"1975","West. Hem","Zoroastrian Total","0","0"
"1975","West. Hem","Hindu Total","744,286","0.0013"
"1975","West. Hem","Sikh Total","8,827","0"
"1975","West. Hem","Shinto Total","500","0"
"1975","West. Hem","Baha’i Total","285,941","0.0005"
"1975","West. Hem","Taoism Total","49,389","0.0001"
"1975","West. Hem","Confucianism Total","400","0"
"1975","West. Hem","Jain Total","1,800","0"
"1975","West. Hem","Syncretic Religions Total","8,466,016","0.0151"
"1975","West. Hem","Animist Religions Total","531,153","0.0009"
"1975","West. Hem","Non. Religious Total","35,446,166","0.0632"
"1975","West. Hem","Other Religions Total","5,862,582","0.0105"
"1975","West. Hem","Sum of Religion Adherents","533,649,508","0.9514"
"1975","West. Hem","Total Population","560,925,800","1.0146"
"1975","West. Hem","worldpop","4,023,000,000","0.1394"
"1980","Africa","Christianity Protestants","38,564,080","0.1084"
"1980","Africa","Christianity Roman Catholics","63,116,530","0.1774"
"1980","Africa","Christianity Eastern Orthodox","15,909,839","0.0447"
"1980","Africa","Christianity Anglican","11,091,270","0.0312"
"1980","Africa","Christianity Others","58,423,306","0.1642"
"1980","Africa","Christianity Total","187,105,025","0.526"
"1980","Africa","Judaism Orthodox","0","0"
"1980","Africa","Judaism Conservatives","0","0"
"1980","Africa","Judaism Reform","0","0"
"1980","Africa","Judaism Others","203,504","0.0006"
"1980","Africa","Judaism Total","203,504","0.0006"
"1980","Africa","Islam Sunni","10,695,000","0.0301"
"1980","Africa","Islam Shi’a","0","0"
"1980","Africa","Islam Ibadhi","0","0"
"1980","Africa","Islam Nation of Islam","0","0"
"1980","Africa","Islam Alawite","0","0"
"1980","Africa","Islam Ahmadiyya","1,414,940","0.004"
"1980","Africa","Islam Other","84,215,261","0.2367"
"1980","Africa","Islam Total","96,325,201","0.2708"
"1980","Africa","Buddhism Mahayana","0","0"
"1980","Africa","Buddhism Theravada","0","0"
"1980","Africa","Buddhism Other","24,583","0.0001"
"1980","Africa","Buddhism Total","24,583","0.0001"
"1980","Africa","Zoroastrian Total","494","0"
"1980","Africa","Hindu Total","1,245,049","0.0035"
"1980","Africa","Sikh Total","30,173","0.0001"
"1980","Africa","Shinto Total","0","0"
"1980","Africa","Baha’i Total","1,007,119","0.0028"
"1980","Africa","Taoism Total","0","0"
"1980","Africa","Confucianism Total","42,620","0.0001"
"1980","Africa","Jain Total","6,460","0"
"1980","Africa","Syncretic Religions Total","25,760","0.0001"
"1980","Africa","Animist Religions Total","65,021,806","0.1828"
"1980","Africa","Non. Religious Total","1,416,658","0.004"
"1980","Africa","Other Religions Total","3,275,548","0.0092"
"1980","Africa","Sum of Religion Adherents","354,313,342","0.996"
"1980","Africa","Total Population","355,730,000","1"
"1980","Africa","worldpop","4,413,000,000","0.0806"
"1980","Asia","Christianity Protestants","32,223,395","0.0139"
"1980","Asia","Christianity Roman Catholics","70,791,416","0.0306"
"1980","Asia","Christianity Eastern Orthodox","2,068,207","0.0009"
"1980","Asia","Christianity Anglican","5,198,237","0.0022"
"1980","Asia","Christianity Others","44,443,249","0.0192"
"1980","Asia","Christianity Total","154,724,504","0.0669"
"1980","Asia","Judaism Orthodox","0","0"
"1980","Asia","Judaism Conservatives","0","0"
"1980","Asia","Judaism Reform","0","0"
"1980","Asia","Judaism Others","96,410","0"
"1980","Asia","Judaism Total","96,410","0"
"1980","Asia","Islam Sunni","91,324,970","0.0395"
"1980","Asia","Islam Shi’a","2,346,390","0.001"
"1980","Asia","Islam Ibadhi","0","0"
"1980","Asia","Islam Nation of Islam","0","0"
"1980","Asia","Islam Alawite","0","0"
"1980","Asia","Islam Ahmadiyya","144,000","0.0001"
"1980","Asia","Islam Other","189,711,767","0.082"
"1980","Asia","Islam Total","283,527,127","0.1226"
"1980","Asia","Buddhism Mahayana","0","0"
"1980","Asia","Buddhism Theravada","30,400,850","0.0131"
"1980","Asia","Buddhism Other","265,217,256","0.1146"
"1980","Asia","Buddhism Total","295,618,106","0.1278"
"1980","Asia","Zoroastrian Total","160,982","0.0001"
"1980","Asia","Hindu Total","534,285,058","0.2309"
"1980","Asia","Sikh Total","14,023,819","0.0061"
"1980","Asia","Shinto Total","89,429,228","0.0387"
"1980","Asia","Baha’i Total","1,622,880","0.0007"
"1980","Asia","Taoism Total","3,748,065","0.0016"
"1980","Asia","Confucianism Total","3,206,898","0.0014"
"1980","Asia","Jain Total","5,455,525","0.0024"
"1980","Asia","Syncretic Religions Total","388,806,341","0.1681"
"1980","Asia","Animist Religions Total","95,188,371","0.0411"
"1980","Asia","Non. Religious Total","507,413,215","0.2193"
"1980","Asia","Other Religions Total","10,074,959","0.0044"
"1980","Asia","Sum of Religion Adherents","1,879,968,273","0.8126"
"1980","Asia","Total Population","2,313,547,024","1.0319"
"1980","Asia","worldpop","4,413,000,000","0.5243"
"1980","Europe","Christianity Protestants","84,545,280","0.1127"
"1980","Europe","Christianity Roman Catholics","259,260,904","0.3456"
"1980","Europe","Christianity Eastern Orthodox","110,595,090","0.1474"
"1980","Europe","Christianity Anglican","27,691,350","0.0369"
"1980","Europe","Christianity Others","14,947,256","0.0199"
"1980","Europe","Christianity Total","497,039,880","0.6626"
"1980","Europe","Judaism Orthodox","0","0"
"1980","Europe","Judaism Conservatives","0","0"
"1980","Europe","Judaism Reform","0","0"
"1980","Europe","Judaism Others","4,527,066","0.006"
"1980","Europe","Judaism Total","4,527,066","0.006"
"1980","Europe","Islam Sunni","0","0"
"1980","Europe","Islam Shi’a","0","0"
"1980","Europe","Islam Ibadhi","0","0"
"1980","Europe","Islam Nation of Islam","0","0"
"1980","Europe","Islam Alawite","0","0"
"1980","Europe","Islam Ahmadiyya","14,540","0"
"1980","Europe","Islam Other","40,597,297","0.0541"
"1980","Europe","Islam Total","40,611,837","0.0541"
"1980","Europe","Buddhism Mahayana","0","0"
"1980","Europe","Buddhism Theravada","0","0"
"1980","Europe","Buddhism Other","1,064,453","0.0014"
"1980","Europe","Buddhism Total","1,064,453","0.0014"
"1980","Europe","Zoroastrian Total","485","0"
"1980","Europe","Hindu Total","452,955","0.0006"
"1980","Europe","Sikh Total","210,000","0.0003"
"1980","Europe","Shinto Total","0","0"
"1980","Europe","Baha’i Total","69,093","0.0001"
"1980","Europe","Taoism Total","0","0"
"1980","Europe","Confucianism Total","7,765","0"
"1980","Europe","Jain Total","4,502","0"
"1980","Europe","Syncretic Religions Total","62,972","0.0001"
"1980","Europe","Animist Religions Total","471,016","0.0006"
"1980","Europe","Non. Religious Total","192,888,938","0.2572"
"1980","Europe","Other Religions Total","12,668,376","0.0169"
"1980","Europe","Sum of Religion Adherents","557,190,400","0.7428"
"1980","Europe","Total Population","750,079,338","1"
"1980","Europe","worldpop","4,413,000,000","0.17"
"1980","Mideast","Christianity Protestants","181,143","0.0007"
"1980","Mideast","Christianity Roman Catholics","2,429,312","0.01"
"1980","Mideast","Christianity Eastern Orthodox","4,084,171","0.0167"
"1980","Mideast","Christianity Anglican","193,984","0.0008"
"1980","Mideast","Christianity Others","3,913,986","0.016"
"1980","Mideast","Christianity Total","10,802,596","0.0443"
"1980","Mideast","Judaism Orthodox","2,954,430","0.0121"
"1980","Mideast","Judaism Conservatives","196,962","0.0008"
"1980","Mideast","Judaism Reform","131,308","0.0005"
"1980","Mideast","Judaism Others","125,703","0.0005"
"1980","Mideast","Judaism Total","3,408,403","0.014"
"1980","Mideast","Islam Sunni","173,218,873","0.7099"
"1980","Mideast","Islam Shi’a","48,209,839","0.1976"
"1980","Mideast","Islam Ibadhi","668,250","0.0027"
"1980","Mideast","Islam Nation of Islam","0","0"
"1980","Mideast","Islam Alawite","1,148,480","0.0047"
"1980","Mideast","Islam Ahmadiyya","1,750","0"
"1980","Mideast","Islam Other","206,830","0.0008"
"1980","Mideast","Islam Total","223,454,022","0.9158"
"1980","Mideast","Buddhism Mahayana","0","0"
"1980","Mideast","Buddhism Theravada","0","0"
"1980","Mideast","Buddhism Other","9,566","0"
"1980","Mideast","Buddhism Total","9,566","0"
"1980","Mideast","Zoroastrian Total","30,500","0.0001"
"1980","Mideast","Hindu Total","31,300","0.0001"
"1980","Mideast","Sikh Total","3,800","0"
"1980","Mideast","Shinto Total","0","0"
"1980","Mideast","Baha’i Total","355,901","0.0015"
"1980","Mideast","Taoism Total","0","0"
"1980","Mideast","Confucianism Total","0","0"
"1980","Mideast","Jain Total","0","0"
"1980","Mideast","Syncretic Religions Total","3,000","0"
"1980","Mideast","Animist Religions Total","3,371,320","0.0138"
"1980","Mideast","Non. Religious Total","235,999","0.001"
"1980","Mideast","Other Religions Total","2,292,593","0.0094"
"1980","Mideast","Sum of Religion Adherents","243,763,001","0.999"
"1980","Mideast","Total Population","243,999,000","1"
"1980","Mideast","worldpop","4,413,000,000","0.0553"
"1980","West. Hem","Christianity Protestants","123,448,293","0.2051"
"1980","West. Hem","Christianity Roman Catholics","403,236,567","0.6698"
"1980","West. Hem","Christianity Eastern Orthodox","5,245,120","0.0087"
"1980","West. Hem","Christianity Anglican","6,918,519","0.0115"
"1980","West. Hem","Christianity Others","3,558,105","0.0059"
"1980","West. Hem","Christianity Total","542,406,604","0.901"
"1980","West. Hem","Judaism Orthodox","1,346,562","0.0022"
"1980","West. Hem","Judaism Conservatives","2,242,154","0.0037"
"1980","West. Hem","Judaism Reform","3,022,479","0.005"
"1980","West. Hem","Judaism Others","1,760,417","0.0029"
"1980","West. Hem","Judaism Total","8,371,612","0.0139"
"1980","West. Hem","Islam Sunni","2,565,521","0.0043"
"1980","West. Hem","Islam Shi’a","271,683","0.0005"
"1980","West. Hem","Islam Ibadhi","0","0"
"1980","West. Hem","Islam Nation of Islam","0","0"
"1980","West. Hem","Islam Alawite","0","0"
"1980","West. Hem","Islam Ahmadiyya","9,255","0"
"1980","West. Hem","Islam Other","374,831","0.0006"
"1980","West. Hem","Islam Total","3,221,290","0.0054"
"1980","West. Hem","Buddhism Mahayana","0","0"
"1980","West. Hem","Buddhism Theravada","0","0"
"1980","West. Hem","Buddhism Other","1,685,408","0.0028"
"1980","West. Hem","Buddhism Total","1,685,408","0.0028"
"1980","West. Hem","Zoroastrian Total","0","0"
"1980","West. Hem","Hindu Total","1,580,032","0.0026"
"1980","West. Hem","Sikh Total","9,064","0"
"1980","West. Hem","Shinto Total","0","0"
"1980","West. Hem","Baha’i Total","150,056","0.0002"
"1980","West. Hem","Taoism Total","127,687","0.0002"
"1980","West. Hem","Confucianism Total","800","0"
"1980","West. Hem","Jain Total","3,600","0"
"1980","West. Hem","Syncretic Religions Total","9,519,133","0.0158"
"1980","West. Hem","Animist Religions Total","1,576,665","0.0026"
"1980","West. Hem","Non. Religious Total","35,846,456","0.0595"
"1980","West. Hem","Other Religions Total","6,719,573","0.0112"
"1980","West. Hem","Sum of Religion Adherents","575,371,524","0.9557"
"1980","West. Hem","Total Population","602,026,000","1.0153"
"1980","West. Hem","worldpop","4,413,000,000","0.1364"
"1985","Africa","Christianity Protestants","51,004,398","0.1179"
"1985","Africa","Christianity Roman Catholics","73,386,870","0.1697"
"1985","Africa","Christianity Eastern Orthodox","19,054,140","0.0441"
"1985","Africa","Christianity Anglican","17,519,220","0.0405"
"1985","Africa","Christianity Others","67,694,251","0.1565"
"1985","Africa","Christianity Total","228,658,879","0.5288"
"1985","Africa","Judaism Orthodox","0","0"
"1985","Africa","Judaism Conservatives","0","0"
"1985","Africa","Judaism Reform","0","0"
"1985","Africa","Judaism Others","164,828","0.0004"
"1985","Africa","Judaism Total","164,828","0.0004"
"1985","Africa","Islam Sunni","14,060,500","0.0325"
"1985","Africa","Islam Shi’a","0","0"
"1985","Africa","Islam Ibadhi","0","0"
"1985","Africa","Islam Nation of Islam","0","0"
"1985","Africa","Islam Alawite","0","0"
"1985","Africa","Islam Ahmadiyya","0","0"
"1985","Africa","Islam Other","111,832,184","0.2586"
"1985","Africa","Islam Total","125,892,684","0.2911"
"1985","Africa","Buddhism Mahayana","0","0"
"1985","Africa","Buddhism Theravada","0","0"
"1985","Africa","Buddhism Other","72,574","0.0002"
"1985","Africa","Buddhism Total","72,574","0.0002"
"1985","Africa","Zoroastrian Total","607","0"
"1985","Africa","Hindu Total","1,463,736","0.0034"
"1985","Africa","Sikh Total","37,537","0.0001"
"1985","Africa","Shinto Total","0","0"
"1985","Africa","Baha’i Total","1,074,228","0.0025"
"1985","Africa","Taoism Total","0","0"
"1985","Africa","Confucianism Total","49,895","0.0001"
"1985","Africa","Jain Total","9,691","0"
"1985","Africa","Syncretic Religions Total","43,652","0.0001"
"1985","Africa","Animist Religions Total","69,685,451","0.1611"
"1985","Africa","Non. Religious Total","2,149,016","0.005"
"1985","Africa","Other Religions Total","3,141,222","0.0073"
"1985","Africa","Sum of Religion Adherents","430,294,984","0.995"
"1985","Africa","Total Population","432,444,000","1"
"1985","Africa","worldpop","4,834,000,000","0.0895"
"1985","Asia","Christianity Protestants","40,205,810","0.0159"
"1985","Asia","Christianity Roman Catholics","79,653,394","0.0315"
"1985","Asia","Christianity Eastern Orthodox","2,656,902","0.0011"
"1985","Asia","Christianity Anglican","5,229,835","0.0021"
"1985","Asia","Christianity Others","47,278,573","0.0187"
"1985","Asia","Christianity Total","175,024,514","0.0693"
"1985","Asia","Judaism Orthodox","0","0"
"1985","Asia","Judaism Conservatives","0","0"
"1985","Asia","Judaism Reform","0","0"
"1985","Asia","Judaism Others","100,490","0"
"1985","Asia","Judaism Total","100,490","0"
"1985","Asia","Islam Sunni","101,175,272","0.0401"
"1985","Asia","Islam Shi’a","2,038,550","0.0008"
"1985","Asia","Islam Ibadhi","0","0"
"1985","Asia","Islam Nation of Islam","0","0"
"1985","Asia","Islam Alawite","0","0"
"1985","Asia","Islam Ahmadiyya","0","0"
"1985","Asia","Islam Other","210,059,512","0.0832"
"1985","Asia","Islam Total","313,273,334","0.124"
"1985","Asia","Buddhism Mahayana","0","0"
"1985","Asia","Buddhism Theravada","36,232,325","0.0143"
"1985","Asia","Buddhism Other","298,230,177","0.1181"
"1985","Asia","Buddhism Total","334,462,502","0.1324"
"1985","Asia","Zoroastrian Total","262,761","0.0001"
"1985","Asia","Hindu Total","598,009,426","0.2368"
"1985","Asia","Sikh Total","14,651,868","0.0058"
"1985","Asia","Shinto Total","92,520,741","0.0366"
"1985","Asia","Baha’i Total","1,978,767","0.0008"
"1985","Asia","Taoism Total","4,625,986","0.0018"
"1985","Asia","Confucianism Total","3,508,357","0.0014"
"1985","Asia","Jain Total","1,153,085","0.0005"
"1985","Asia","Syncretic Religions Total","425,483,823","0.1685"
"1985","Asia","Animist Religions Total","90,948,268","0.036"
"1985","Asia","Non. Religious Total","542,261,654","0.2147"
"1985","Asia","Other Religions Total","5,394,112","0.0021"
"1985","Asia","Sum of Religion Adherents","2,061,398,034","0.8161"
"1985","Asia","Total Population","2,525,823,952","1.0308"
"1985","Asia","worldpop","4,834,000,000","0.5225"
"1985","Europe","Christianity Protestants","82,115,850","0.1067"
"1985","Europe","Christianity Roman Catholics","260,592,119","0.3387"
"1985","Europe","Christianity Eastern Orthodox","109,218,297","0.1419"
"1985","Europe","Christianity Anglican","26,909,075","0.035"
