"year","country","category","Number of people","Percentage"
"1960","Romania","Judaism Reform","0","0.0000"
"1960","Romania","Judaism Others","143132","0.0078"
"1960","Romania","Judaism Total","143132","0.0078"
"1960","Romania","Islam Sunni","0","0.0000"
"1960","Romania","Islam Shi’a","0","0.0000"
"1960","Romania","Islam Ibadhi","0","0.0000"
"1960","Romania","Islam Nation of Islam","0","0.0000"
"1960","Romania","Islam Alawite","0","0.0000"
"1960","Romania","Islam Ahmadiyya","0","0.0000"
"1960","Romania","Islam Other","214267","0.0116"
"1960","Romania","Islam Total","214267","0.0116"
"1960","Romania","Buddhism Mahayana","0","0.0000"
"1960","Romania","Buddhism Theravada","0","0.0000"
"1960","Romania","Buddhism Other","0","0.0000"
"1960","Romania","Buddhism Total","0","0.0000"
"1960","Romania","Zoroastrian Total","0","0.0000"
"1960","Romania","Hindu Total","0","0.0000"
"1960","Romania","Sikh Total","0","0.0000"
"1960","Romania","Shinto Total","0","0.0000"
"1960","Romania","Baha’i Total","0","0.0000"
"1960","Romania","Taoism Total","0","0.0000"
"1960","Romania","Confucianism Total","0","0.0000"
"1960","Romania","Jain Total","0","0.0000"
"1960","Romania","Syncretic Religions Total","0","0.0000"
"1960","Romania","Animist Religions Total","0","0.0000"
"1960","Romania","Non. Religious Total","987887","0.0537"
"1960","Romania","Other Religions Total","41615","0.0023"
"1960","Romania","Sum of Religion Adherents","18361385","0.9977"
"1960","Romania","Total Population","18403000","1.0000"
"1965","Romania","Christianity Protestants","1015000","0.0533"
"1965","Romania","Christianity Roman Catholics","1250542","0.0657"
"1965","Romania","Christianity Eastern Orthodox","15365555","0.8076"
"1965","Romania","Christianity Anglican","0","0.0000"
"1965","Romania","Christianity Others","0","0.0000"
"1965","Romania","Christianity Total","17631097","0.9266"
"1965","Romania","Judaism Orthodox","0","0.0000"
"1965","Romania","Judaism Conservatives","0","0.0000"
"1965","Romania","Judaism Reform","0","0.0000"
"1965","Romania","Judaism Others","140000","0.0074"
"1965","Romania","Judaism Total","140000","0.0074"
"1965","Romania","Islam Sunni","0","0.0000"
"1965","Romania","Islam Shi’a","0","0.0000"
"1965","Romania","Islam Ibadhi","0","0.0000"
"1965","Romania","Islam Nation of Islam","0","0.0000"
"1965","Romania","Islam Alawite","0","0.0000"
"1965","Romania","Islam Ahmadiyya","0","0.0000"
"1965","Romania","Islam Other","231689","0.0122"
"1965","Romania","Islam Total","231689","0.0122"
"1965","Romania","Buddhism Mahayana","0","0.0000"
"1965","Romania","Buddhism Theravada","0","0.0000"
"1965","Romania","Buddhism Other","0","0.0000"
"1965","Romania","Buddhism Total","0","0.0000"
"1965","Romania","Zoroastrian Total","0","0.0000"
"1965","Romania","Hindu Total","0","0.0000"
"1965","Romania","Sikh Total","0","0.0000"
"1965","Romania","Shinto Total","0","0.0000"
"1965","Romania","Baha’i Total","0","0.0000"
"1965","Romania","Taoism Total","0","0.0000"
"1965","Romania","Confucianism Total","0","0.0000"
"1965","Romania","Jain Total","0","0.0000"
"1965","Romania","Syncretic Religions Total","0","0.0000"
"1965","Romania","Animist Religions Total","0","0.0000"
"1965","Romania","Non. Religious Total","1000165","0.0526"
"1965","Romania","Other Religions Total","24049","0.0013"
"1965","Romania","Sum of Religion Adherents","19002951","0.9987"
"1965","Romania","Total Population","19027000","1.0001"
"1970","Romania","Christianity Protestants","1010000","0.0499"
"1970","Romania","Christianity Roman Catholics","1303694","0.0644"
"1970","Romania","Christianity Eastern Orthodox","16202400","0.8000"
"1970","Romania","Christianity Anglican","0","0.0000"
"1970","Romania","Christianity Others","0","0.0000"
"1970","Romania","Christianity Total","18516094","0.9142"
"1970","Romania","Judaism Orthodox","0","0.0000"
"1970","Romania","Judaism Conservatives","0","0.0000"
"1970","Romania","Judaism Reform","0","0.0000"
"1970","Romania","Judaism Others","110000","0.0054"
"1970","Romania","Judaism Total","110000","0.0054"
"1970","Romania","Islam Sunni","0","0.0000"
"1970","Romania","Islam Shi’a","0","0.0000"
"1970","Romania","Islam Ibadhi","0","0.0000"
"1970","Romania","Islam Nation of Islam","0","0.0000"
"1970","Romania","Islam Alawite","0","0.0000"
"1970","Romania","Islam Ahmadiyya","0","0.0000"
"1970","Romania","Islam Other","249112","0.0123"
"1970","Romania","Islam Total","249112","0.0123"
"1970","Romania","Buddhism Mahayana","0","0.0000"
"1970","Romania","Buddhism Theravada","0","0.0000"
"1970","Romania","Buddhism Other","0","0.0000"
"1970","Romania","Buddhism Total","0","0.0000"
"1970","Romania","Zoroastrian Total","0","0.0000"
"1970","Romania","Hindu Total","0","0.0000"
"1970","Romania","Sikh Total","0","0.0000"
"1970","Romania","Shinto Total","0","0.0000"
"1970","Romania","Baha’i Total","0","0.0000"
"1970","Romania","Taoism Total","0","0.0000"
"1970","Romania","Confucianism Total","0","0.0000"
"1970","Romania","Jain Total","0","0.0000"
"1970","Romania","Syncretic Religions Total","0","0.0000"
"1970","Romania","Animist Religions Total","0","0.0000"
"1970","Romania","Non. Religious Total","1376443","0.0680"
"1970","Romania","Other Religions Total","1351","0.0001"
"1970","Romania","Sum of Religion Adherents","20251649","0.9999"
"1970","Romania","Total Population","20253000","1.0000"
"1975","Romania","Christianity Protestants","1005000","0.0473"
"1975","Romania","Christianity Roman Catholics","1351847","0.0636"
"1975","Romania","Christianity Eastern Orthodox","16823200","0.7919"
"1975","Romania","Christianity Anglican","0","0.0000"
"1975","Romania","Christianity Others","0","0.0000"
"1975","Romania","Christianity Total","19180047","0.9028"
"1975","Romania","Judaism Orthodox","0","0.0000"
"1975","Romania","Judaism Conservatives","0","0.0000"
"1975","Romania","Judaism Reform","0","0.0000"
"1975","Romania","Judaism Others","90000","0.0042"
"1975","Romania","Judaism Total","90000","0.0042"
"1975","Romania","Islam Sunni","0","0.0000"
"1975","Romania","Islam Shi’a","0","0.0000"
"1975","Romania","Islam Ibadhi","0","0.0000"
"1975","Romania","Islam Nation of Islam","0","0.0000"
"1975","Romania","Islam Alawite","0","0.0000"
"1975","Romania","Islam Ahmadiyya","0","0.0000"
"1975","Romania","Islam Other","200816","0.0095"
"1975","Romania","Islam Total","200816","0.0095"
"1975","Romania","Buddhism Mahayana","0","0.0000"
"1975","Romania","Buddhism Theravada","0","0.0000"
"1975","Romania","Buddhism Other","0","0.0000"
"1975","Romania","Buddhism Total","0","0.0000"
"1975","Romania","Zoroastrian Total","0","0.0000"
"1975","Romania","Hindu Total","0","0.0000"
"1975","Romania","Sikh Total","0","0.0000"
"1975","Romania","Shinto Total","0","0.0000"
"1975","Romania","Baha’i Total","0","0.0000"
"1975","Romania","Taoism Total","0","0.0000"
"1975","Romania","Confucianism Total","0","0.0000"
"1975","Romania","Jain Total","0","0.0000"
"1975","Romania","Syncretic Religions Total","0","0.0000"
"1975","Romania","Animist Religions Total","0","0.0000"
"1975","Romania","Non. Religious Total","1735722","0.0817"
"1975","Romania","Other Religions Total","38415","0.0018"
"1975","Romania","Sum of Religion Adherents","21206585","0.9982"
"1975","Romania","Total Population","21245000","1.0000"
"1980","Romania","Christianity Protestants","1000000","0.0450"
"1980","Romania","Christianity Roman Catholics","1400000","0.0631"
"1980","Romania","Christianity Eastern Orthodox","17398340","0.7837"
"1980","Romania","Christianity Anglican","200","0.0000"
"1980","Romania","Christianity Others","0","0.0000"
"1980","Romania","Christianity Total","19798540","0.8918"
"1980","Romania","Judaism Orthodox","0","0.0000"
"1980","Romania","Judaism Conservatives","0","0.0000"
"1980","Romania","Judaism Reform","0","0.0000"
"1980","Romania","Judaism Others","65000","0.0029"
"1980","Romania","Judaism Total","65000","0.0029"
"1980","Romania","Islam Sunni","0","0.0000"
"1980","Romania","Islam Shi’a","0","0.0000"
"1980","Romania","Islam Ibadhi","0","0.0000"
"1980","Romania","Islam Nation of Islam","0","0.0000"
"1980","Romania","Islam Alawite","0","0.0000"
"1980","Romania","Islam Ahmadiyya","0","0.0000"
"1980","Romania","Islam Other","152520","0.0069"
"1980","Romania","Islam Total","152520","0.0069"
"1980","Romania","Buddhism Mahayana","0","0.0000"
"1980","Romania","Buddhism Theravada","0","0.0000"
"1980","Romania","Buddhism Other","0","0.0000"
"1980","Romania","Buddhism Total","0","0.0000"
"1980","Romania","Zoroastrian Total","0","0.0000"
"1980","Romania","Hindu Total","0","0.0000"
"1980","Romania","Sikh Total","0","0.0000"
"1980","Romania","Shinto Total","0","0.0000"
"1980","Romania","Baha’i Total","0","0.0000"
"1980","Romania","Taoism Total","0","0.0000"
"1980","Romania","Confucianism Total","0","0.0000"
"1980","Romania","Jain Total","0","0.0000"
"1980","Romania","Syncretic Religions Total","0","0.0000"
"1980","Romania","Animist Religions Total","0","0.0000"
"1980","Romania","Non. Religious Total","1985000","0.0894"
"1980","Romania","Other Religions Total","199940","0.0090"
"1980","Romania","Sum of Religion Adherents","22001060","0.9910"
"1980","Romania","Total Population","22201000","1.0000"
"1985","Romania","Christianity Protestants","1160294","0.0511"
"1985","Romania","Christianity Roman Catholics","1280971","0.0564"
"1985","Romania","Christianity Eastern Orthodox","18200000","0.8009"
"1985","Romania","Christianity Anglican","275","0.0000"
"1985","Romania","Christianity Others","0","0.0000"
"1985","Romania","Christianity Total","20641540","0.9083"
"1985","Romania","Judaism Orthodox","0","0.0000"
"1985","Romania","Judaism Conservatives","0","0.0000"
"1985","Romania","Judaism Reform","0","0.0000"
"1985","Romania","Judaism Others","40000","0.0018"
"1985","Romania","Judaism Total","40000","0.0018"
"1985","Romania","Islam Sunni","0","0.0000"
"1985","Romania","Islam Shi’a","0","0.0000"
"1985","Romania","Islam Ibadhi","0","0.0000"
"1985","Romania","Islam Nation of Islam","0","0.0000"
"1985","Romania","Islam Alawite","0","0.0000"
"1985","Romania","Islam Ahmadiyya","0","0.0000"
"1985","Romania","Islam Other","40000","0.0018"
"1985","Romania","Islam Total","40000","0.0018"
"1985","Romania","Buddhism Mahayana","0","0.0000"
"1985","Romania","Buddhism Theravada","0","0.0000"
"1985","Romania","Buddhism Other","0","0.0000"
"1985","Romania","Buddhism Total","0","0.0000"
"1985","Romania","Zoroastrian Total","0","0.0000"
"1985","Romania","Hindu Total","0","0.0000"
"1985","Romania","Sikh Total","0","0.0000"
"1985","Romania","Shinto Total","0","0.0000"
"1985","Romania","Baha’i Total","0","0.0000"
"1985","Romania","Taoism Total","0","0.0000"
"1985","Romania","Confucianism Total","0","0.0000"
"1985","Romania","Jain Total","0","0.0000"
"1985","Romania","Syncretic Religions Total","0","0.0000"
"1985","Romania","Animist Religions Total","0","0.0000"
"1985","Romania","Non. Religious Total","1992500","0.0877"
"1985","Romania","Other Religions Total","10960","0.0005"
"1985","Romania","Sum of Religion Adherents","22714040","0.9995"
"1985","Romania","Total Population","22725000","1.0001"
"1990","Romania","Christianity Protestants","1220589","0.0526"
"1990","Romania","Christianity Roman Catholics","1161942","0.0501"
"1990","Romania","Christianity Eastern Orthodox","18797670","0.8100"
"1990","Romania","Christianity Anglican","350","0.0000"
"1990","Romania","Christianity Others","0","0.0000"
"1990","Romania","Christianity Total","21180551","0.9127"
"1990","Romania","Judaism Orthodox","0","0.0000"
"1990","Romania","Judaism Conservatives","0","0.0000"
"1990","Romania","Judaism Reform","0","0.0000"
"1990","Romania","Judaism Others","9670","0.0004"
"1990","Romania","Judaism Total","9670","0.0004"
"1990","Romania","Islam Sunni","0","0.0000"
"1990","Romania","Islam Shi’a","0","0.0000"
"1990","Romania","Islam Ibadhi","0","0.0000"
"1990","Romania","Islam Nation of Islam","0","0.0000"
"1990","Romania","Islam Alawite","0","0.0000"
"1990","Romania","Islam Ahmadiyya","0","0.0000"
"1990","Romania","Islam Other","45928","0.0020"
"1990","Romania","Islam Total","45928","0.0020"
"1990","Romania","Buddhism Mahayana","0","0.0000"
"1990","Romania","Buddhism Theravada","0","0.0000"
"1990","Romania","Buddhism Other","0","0.0000"
"1990","Romania","Buddhism Total","0","0.0000"
"1990","Romania","Zoroastrian Total","0","0.0000"
"1990","Romania","Hindu Total","0","0.0000"
"1990","Romania","Sikh Total","0","0.0000"
"1990","Romania","Shinto Total","0","0.0000"
"1990","Romania","Baha’i Total","1700","0.0001"
"1990","Romania","Taoism Total","0","0.0000"
"1990","Romania","Confucianism Total","0","0.0000"
"1990","Romania","Jain Total","0","0.0000"
"1990","Romania","Syncretic Religions Total","0","0.0000"
"1990","Romania","Animist Religions Total","0","0.0000"
"1990","Romania","Non. Religious Total","1965000","0.0847"
"1990","Romania","Other Religions Total","4151","0.0002"
"1990","Romania","Sum of Religion Adherents","23202849","0.9998"
"1990","Romania","Total Population","23207000","1.0001"
"1995","Romania","Christianity Protestants","1290860","0.0569"
"1995","Romania","Christianity Roman Catholics","1139146","0.0502"
"1995","Romania","Christianity Eastern Orthodox","19016327","0.8384"
"1995","Romania","Christianity Anglican","0","0.0000"
"1995","Romania","Christianity Others","0","0.0000"
"1995","Romania","Christianity Total","21446333","0.9456"
"1995","Romania","Judaism Orthodox","0","0.0000"
"1995","Romania","Judaism Conservatives","0","0.0000"
"1995","Romania","Judaism Reform","0","0.0000"
"1995","Romania","Judaism Others","8217","0.0004"
"1995","Romania","Judaism Total","8217","0.0004"
"1995","Romania","Islam Sunni","0","0.0000"
"1995","Romania","Islam Shi’a","0","0.0000"
"1995","Romania","Islam Ibadhi","0","0.0000"
"1995","Romania","Islam Nation of Islam","0","0.0000"
"1995","Romania","Islam Alawite","0","0.0000"
"1995","Romania","Islam Ahmadiyya","0","0.0000"
"1995","Romania","Islam Other","61592","0.0027"
"1995","Romania","Islam Total","61592","0.0027"
"1995","Romania","Buddhism Mahayana","0","0.0000"
"1995","Romania","Buddhism Theravada","0","0.0000"
"1995","Romania","Buddhism Other","0","0.0000"
"1995","Romania","Buddhism Total","0","0.0000"
"1995","Romania","Zoroastrian Total","0","0.0000"
"1995","Romania","Hindu Total","0","0.0000"
"1995","Romania","Sikh Total","0","0.0000"
"1995","Romania","Shinto Total","0","0.0000"
"1995","Romania","Baha’i Total","1834","0.0001"
"1995","Romania","Taoism Total","0","0.0000"
"1995","Romania","Confucianism Total","0","0.0000"
"1995","Romania","Jain Total","0","0.0000"
"1995","Romania","Syncretic Religions Total","0","0.0000"
"1995","Romania","Animist Religions Total","0","0.0000"
"1995","Romania","Non. Religious Total","1150260","0.0507"
"1995","Romania","Other Religions Total","12764","0.0006"
"1995","Romania","Sum of Religion Adherents","22668236","0.9994"
"1995","Romania","Total Population","22681000","1.0001"
"2000","Romania","Christianity Protestants","1282970","0.0575"
"2000","Romania","Christianity Roman Catholics","1057013","0.0473"
"2000","Romania","Christianity Eastern Orthodox","19575956","0.8768"
"2000","Romania","Christianity Anglican","0","0.0000"
"2000","Romania","Christianity Others","68938","0.0031"
"2000","Romania","Christianity Total","21984877","0.9847"
"2000","Romania","Judaism Orthodox","0","0.0000"
"2000","Romania","Judaism Conservatives","0","0.0000"
"2000","Romania","Judaism Reform","0","0.0000"
"2000","Romania","Judaism Others","7500","0.0003"
"2000","Romania","Judaism Total","7500","0.0003"
"2000","Romania","Islam Sunni","67257","0.0030"
"2000","Romania","Islam Shi’a","0","0.0000"
"2000","Romania","Islam Ibadhi","0","0.0000"
"2000","Romania","Islam Nation of Islam","0","0.0000"
"2000","Romania","Islam Alawite","0","0.0000"
"2000","Romania","Islam Ahmadiyya","0","0.0000"
"2000","Romania","Islam Other","0","0.0000"
"2000","Romania","Islam Total","67257","0.0030"
"2000","Romania","Buddhism Mahayana","0","0.0000"
"2000","Romania","Buddhism Theravada","0","0.0000"
"2000","Romania","Buddhism Other","0","0.0000"
"2000","Romania","Buddhism Total","0","0.0000"
"2000","Romania","Zoroastrian Total","0","0.0000"
"2000","Romania","Hindu Total","0","0.0000"
"2000","Romania","Sikh Total","0","0.0000"
"2000","Romania","Shinto Total","0","0.0000"
"2000","Romania","Baha’i Total","0","0.0000"
"2000","Romania","Taoism Total","0","0.0000"
"2000","Romania","Confucianism Total","0","0.0000"
"2000","Romania","Jain Total","0","0.0000"
"2000","Romania","Syncretic Religions Total","0","0.0000"
"2000","Romania","Animist Religions Total","0","0.0000"
"2000","Romania","Non. Religious Total","230000","0.0103"
"2000","Romania","Other Religions Total","37366","0.0017"
"2000","Romania","Sum of Religion Adherents","22289634","0.9983"
"2000","Romania","Total Population","22327000","1.0000"
"2005","Romania","Christianity Protestants","1301467","0.0597"
"2005","Romania","Christianity Roman Catholics","1017661","0.0467"
"2005","Romania","Christianity Eastern Orthodox","19088601","0.8756"
"2005","Romania","Christianity Anglican","0","0.0000"
"2005","Romania","Christianity Others","0","0.0000"
"2005","Romania","Christianity Total","21407729","0.9820"
"2005","Romania","Judaism Orthodox","0","0.0000"
"2005","Romania","Judaism Conservatives","0","0.0000"
"2005","Romania","Judaism Reform","0","0.0000"
"2005","Romania","Judaism Others","8500","0.0004"
"2005","Romania","Judaism Total","8500","0.0004"
"2005","Romania","Islam Sunni","76128","0.0035"
"2005","Romania","Islam Shi’a","0","0.0000"
"2005","Romania","Islam Ibadhi","0","0.0000"
"2005","Romania","Islam Nation of Islam","0","0.0000"
"2005","Romania","Islam Alawite","0","0.0000"
"2005","Romania","Islam Ahmadiyya","0","0.0000"
"2005","Romania","Islam Other","0","0.0000"
"2005","Romania","Islam Total","76128","0.0035"
"2005","Romania","Buddhism Mahayana","0","0.0000"
"2005","Romania","Buddhism Theravada","0","0.0000"
"2005","Romania","Buddhism Other","0","0.0000"
"2005","Romania","Buddhism Total","0","0.0000"
"2005","Romania","Zoroastrian Total","0","0.0000"
"2005","Romania","Hindu Total","0","0.0000"
"2005","Romania","Sikh Total","0","0.0000"
"2005","Romania","Shinto Total","0","0.0000"
"2005","Romania","Baha’i Total","0","0.0000"
"2005","Romania","Taoism Total","0","0.0000"
"2005","Romania","Confucianism Total","0","0.0000"
"2005","Romania","Jain Total","0","0.0000"
"2005","Romania","Syncretic Religions Total","0","0.0000"
"2005","Romania","Animist Religions Total","0","0.0000"
"2005","Romania","Non. Religious Total","260000","0.0119"
"2005","Romania","Other Religions Total","47643","0.0022"
"2005","Romania","Sum of Religion Adherents","21752357","0.9978"
"2005","Romania","Total Population","21800000","1.0000"
"2010","Romania","Christianity Protestants","1319965","0.0616"
"2010","Romania","Christianity Roman Catholics","978310","0.0456"
"2010","Romania","Christianity Eastern Orthodox","18601247","0.8679"
"2010","Romania","Christianity Anglican","0","0.0000"
"2010","Romania","Christianity Others","0","0.0000"
"2010","Romania","Christianity Total","20899522","0.9751"
"2010","Romania","Judaism Orthodox","0","0.0000"
"2010","Romania","Judaism Conservatives","0","0.0000"
"2010","Romania","Judaism Reform","0","0.0000"
"2010","Romania","Judaism Others","9500","0.0004"
"2010","Romania","Judaism Total","9500","0.0004"
"2010","Romania","Islam Sunni","85000","0.0040"
"2010","Romania","Islam Shi’a","0","0.0000"
"2010","Romania","Islam Ibadhi","0","0.0000"
"2010","Romania","Islam Nation of Islam","0","0.0000"
"2010","Romania","Islam Alawite","0","0.0000"
"2010","Romania","Islam Ahmadiyya","0","0.0000"
"2010","Romania","Islam Other","0","0.0000"
"2010","Romania","Islam Total","85000","0.0040"
"2010","Romania","Buddhism Mahayana","0","0.0000"
"2010","Romania","Buddhism Theravada","0","0.0000"
"2010","Romania","Buddhism Other","0","0.0000"
"2010","Romania","Buddhism Total","0","0.0000"
"2010","Romania","Zoroastrian Total","0","0.0000"
"2010","Romania","Hindu Total","0","0.0000"
"2010","Romania","Sikh Total","0","0.0000"
"2010","Romania","Shinto Total","0","0.0000"
"2010","Romania","Baha’i Total","0","0.0000"
"2010","Romania","Taoism Total","0","0.0000"
"2010","Romania","Confucianism Total","0","0.0000"
"2010","Romania","Jain Total","0","0.0000"
"2010","Romania","Syncretic Religions Total","0","0.0000"
"2010","Romania","Animist Religions Total","0","0.0000"
"2010","Romania","Non. Religious Total","350000","0.0163"
"2010","Romania","Other Religions Total","89160","0.0042"
"2010","Romania","Sum of Religion Adherents","21344022","0.9958"
"2010","Romania","Total Population","21433182","1.0000"
"1945","Russia","Christianity Protestants","3778175","0.0213"
"1945","Russia","Christianity Roman Catholics","1702127","0.0096"
"1945","Russia","Christianity Eastern Orthodox","54026558","0.3047"
"1945","Russia","Christianity Anglican","2448","0.0000"
"1945","Russia","Christianity Others","0","0.0000"
"1945","Russia","Christianity Total","59509308","0.3356"
"1945","Russia","Judaism Orthodox","0","0.0000"
"1945","Russia","Judaism Conservatives","0","0.0000"
"1945","Russia","Judaism Reform","0","0.0000"
"1945","Russia","Judaism Others","4043462","0.0228"
"1945","Russia","Judaism Total","4043462","0.0228"
"1945","Russia","Islam Sunni","0","0.0000"
"1945","Russia","Islam Shi’a","0","0.0000"
"1945","Russia","Islam Ibadhi","0","0.0000"
"1945","Russia","Islam Nation of Islam","0","0.0000"
"1945","Russia","Islam Alawite","0","0.0000"
"1945","Russia","Islam Ahmadiyya","0","0.0000"
"1945","Russia","Islam Other","25578947","0.1443"
"1945","Russia","Islam Total","25578947","0.1443"
"1945","Russia","Buddhism Mahayana","0","0.0000"
"1945","Russia","Buddhism Theravada","0","0.0000"
"1945","Russia","Buddhism Other","723549","0.0041"
"1945","Russia","Buddhism Total","723549","0.0041"
"1945","Russia","Zoroastrian Total","0","0.0000"
"1945","Russia","Hindu Total","0","0.0000"
"1945","Russia","Sikh Total","0","0.0000"
"1945","Russia","Shinto Total","0","0.0000"
"1945","Russia","Baha’i Total","484","0.0000"
"1945","Russia","Taoism Total","0","0.0000"
"1945","Russia","Confucianism Total","0","0.0000"
"1945","Russia","Jain Total","0","0.0000"
"1945","Russia","Syncretic Religions Total","0","0.0000"
"1945","Russia","Animist Religions Total","1289198","0.0073"
"1945","Russia","Non. Religious Total","85877000","0.4844"
"1945","Russia","Other Religions Total","278052","0.0016"
"1945","Russia","Sum of Religion Adherents","177021948","0.9984"
"1945","Russia","Total Population","177300000","1.0001"
"1950","Russia","Christianity Protestants","3857122","0.0214"
"1950","Russia","Christianity Roman Catholics","1900000","0.0106"
"1950","Russia","Christianity Eastern Orthodox","55656656","0.3091"
"1950","Russia","Christianity Anglican","2107","0.0000"
"1950","Russia","Christianity Others","0","0.0000"
"1950","Russia","Christianity Total","61415885","0.3411"
"1950","Russia","Judaism Orthodox","0","0.0000"
"1950","Russia","Judaism Conservatives","0","0.0000"
"1950","Russia","Judaism Reform","0","0.0000"
"1950","Russia","Judaism Others","3907628","0.0217"
"1950","Russia","Judaism Total","3907628","0.0217"
"1950","Russia","Islam Sunni","0","0.0000"
"1950","Russia","Islam Shi’a","0","0.0000"
"1950","Russia","Islam Ibadhi","0","0.0000"
"1950","Russia","Islam Nation of Islam","0","0.0000"
"1950","Russia","Islam Alawite","0","0.0000"
"1950","Russia","Islam Ahmadiyya","0","0.0000"
"1950","Russia","Islam Other","26000000","0.1444"
"1950","Russia","Islam Total","26000000","0.1444"
"1950","Russia","Buddhism Mahayana","0","0.0000"
"1950","Russia","Buddhism Theravada","0","0.0000"
"1950","Russia","Buddhism Other","754514","0.0042"
"1950","Russia","Buddhism Total","754514","0.0042"
"1950","Russia","Zoroastrian Total","0","0.0000"
"1950","Russia","Hindu Total","0","0.0000"
"1950","Russia","Sikh Total","0","0.0000"
"1950","Russia","Shinto Total","0","0.0000"
"1950","Russia","Baha’i Total","877","0.0000"
"1950","Russia","Taoism Total","0","0.0000"
"1950","Russia","Confucianism Total","0","0.0000"
"1950","Russia","Jain Total","0","0.0000"
"1950","Russia","Syncretic Religions Total","0","0.0000"
"1950","Russia","Animist Religions Total","1228112","0.0068"
"1950","Russia","Non. Religious Total","86668696","0.4813"
"1950","Russia","Other Religions Total","99288","0.0006"
"1950","Russia","Sum of Religion Adherents","179975712","0.9994"
"1950","Russia","Total Population","180075000","1.0001"
"1955","Russia","Christianity Protestants","3937719","0.0201"
"1955","Russia","Christianity Roman Catholics","2350000","0.0120"
"1955","Russia","Christianity Eastern Orthodox","59468100","0.3032"
"1955","Russia","Christianity Anglican","1813","0.0000"
"1955","Russia","Christianity Others","0","0.0000"
"1955","Russia","Christianity Total","65757632","0.3352"
"1955","Russia","Judaism Orthodox","0","0.0000"
"1955","Russia","Judaism Conservatives","0","0.0000"
"1955","Russia","Judaism Reform","0","0.0000"
"1955","Russia","Judaism Others","3776357","0.0193"
"1955","Russia","Judaism Total","3776357","0.0193"
"1955","Russia","Islam Sunni","0","0.0000"
"1955","Russia","Islam Shi’a","0","0.0000"
"1955","Russia","Islam Ibadhi","0","0.0000"
"1955","Russia","Islam Nation of Islam","0","0.0000"
"1955","Russia","Islam Alawite","0","0.0000"
"1955","Russia","Islam Ahmadiyya","0","0.0000"
"1955","Russia","Islam Other","28500000","0.1453"
"1955","Russia","Islam Total","28500000","0.1453"
"1955","Russia","Buddhism Mahayana","0","0.0000"
"1955","Russia","Buddhism Theravada","0","0.0000"
"1955","Russia","Buddhism Other","786804","0.0040"
"1955","Russia","Buddhism Total","786804","0.0040"
"1955","Russia","Zoroastrian Total","0","0.0000"
"1955","Russia","Hindu Total","0","0.0000"
"1955","Russia","Sikh Total","0","0.0000"
"1955","Russia","Shinto Total","0","0.0000"
"1955","Russia","Baha’i Total","1586","0.0000"
"1955","Russia","Taoism Total","0","0.0000"
"1955","Russia","Confucianism Total","0","0.0000"
"1955","Russia","Jain Total","0","0.0000"
"1955","Russia","Syncretic Religions Total","0","0.0000"
"1955","Russia","Animist Religions Total","1169920","0.0060"
"1955","Russia","Non. Religious Total","95989444","0.4893"
"1955","Russia","Other Religions Total","177257","0.0009"
"1955","Russia","Sum of Religion Adherents","195981743","0.9991"
"1955","Russia","Total Population","196159000","1.0000"
"1960","Russia","Christianity Protestants","4020000","0.0188"
"1960","Russia","Christianity Roman Catholics","2700000","0.0126"
"1960","Russia","Christianity Eastern Orthodox","63779543","0.2976"
"1960","Russia","Christianity Anglican","1519","0.0000"
"1960","Russia","Christianity Others","0","0.0000"
"1960","Russia","Christianity Total","70501062","0.3289"
"1960","Russia","Judaism Orthodox","0","0.0000"
"1960","Russia","Judaism Conservatives","0","0.0000"
"1960","Russia","Judaism Reform","0","0.0000"
"1960","Russia","Judaism Others","3645085","0.0170"
"1960","Russia","Judaism Total","3645085","0.0170"
"1960","Russia","Islam Sunni","0","0.0000"
"1960","Russia","Islam Shi’a","0","0.0000"
"1960","Russia","Islam Ibadhi","0","0.0000"
"1960","Russia","Islam Nation of Islam","0","0.0000"
"1960","Russia","Islam Alawite","0","0.0000"
"1960","Russia","Islam Ahmadiyya","0","0.0000"
"1960","Russia","Islam Other","30000000","0.1400"
"1960","Russia","Islam Total","30000000","0.1400"
"1960","Russia","Buddhism Mahayana","0","0.0000"
"1960","Russia","Buddhism Theravada","0","0.0000"
"1960","Russia","Buddhism Other","819093","0.0038"
"1960","Russia","Buddhism Total","819093","0.0038"
"1960","Russia","Zoroastrian Total","0","0.0000"
"1960","Russia","Hindu Total","0","0.0000"
"1960","Russia","Sikh Total","0","0.0000"
"1960","Russia","Shinto Total","0","0.0000"
"1960","Russia","Baha’i Total","2296","0.0000"
"1960","Russia","Taoism Total","0","0.0000"
"1960","Russia","Confucianism Total","0","0.0000"
"1960","Russia","Jain Total","0","0.0000"
"1960","Russia","Syncretic Religions Total","0","0.0000"
"1960","Russia","Animist Religions Total","1111729","0.0052"
"1960","Russia","Non. Religious Total","106310192","0.4960"
"1960","Russia","Other Religions Total","1939543","0.0090"
"1960","Russia","Sum of Religion Adherents","212389457","0.9910"
"1960","Russia","Total Population","214329000","0.9999"
"1965","Russia","Christianity Protestants","4104000","0.0178"
"1965","Russia","Christianity Roman Catholics","2938000","0.0127"
"1965","Russia","Christianity Eastern Orthodox","67090987","0.2905"
"1965","Russia","Christianity Anglican","1224","0.0000"
"1965","Russia","Christianity Others","0","0.0000"
"1965","Russia","Christianity Total","74134211","0.3210"
